"Rk","Team","Span.Started","Span.Ended","Final.Record","Postseason","G","W","L","W.L.","MP","AST","STL","BLK","TOV","PF","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","MP_opp","FG","FGA","FG.","X2P","X2PA","X2P.","X3P","X3PA","X3P.","FT","FTA","FT.","PTS","FG_opp","FGA_opp","FG._opp","X2P_opp","X2PA_opp","X2P._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","PTS_opp","ORB","DRB","TRB","ORB_opp","DRB_opp","TRB_opp","ORB_perc","TRB_perc","ORB_perc_opp","TRB_perc_opp","AST_perc","STL_perc","BLK_perc","TOV_perc","AST_perc_opp","STL_perc_opp","BLK_perc_opp","TOV_perc_opp","ORtg","FTr","X3PAr","TS_perc","eFG_perc","FTtoFGA","ORtg_opp","FTr_opp","X3PAr_opp","TS_perc_opp","eFG_perc_opp","FTtoFGA_opp","Y"
333,"NYK","2011-12-25","2012-03-12",0.545454545454545,"Playoffs",42,18,24,0.429,241.785714285714,19.7857142857143,9.52380952380952,4.30952380952381,15.8809523809524,21.2142857142857,19.8095238095238,8.66666666666667,5.07142857142857,16.3095238095238,22.4761904761905,241.785714285714,35.4285714285714,81.3095238095238,0.436,28.5714285714286,59.3333333333333,0.482,6.85714285714286,21.9761904761905,0.312,18.9761904761905,25.2380952380952,0.752,96.6904761904762,35.9523809523809,80.4523809523809,0.0106428571428571,29.2142857142857,62.3809523809524,0.468,6.73809523809524,18.0714285714286,0.373,17.8333333333333,24.0238095238095,0.742,96.4761904761905,11.1904761904762,30.5952380952381,41.7857142857143,10.8095238095238,31.7857142857143,42.5952380952381,26,50.5,26.1,50.5,55.8,10.1,6.9,14.7,55.1,9.2,8.5,15.2,102.6,0.31,0.27,0.523,0.478,0.233,102.4,0.299,0.225,0.53,0.489,0.222,"C"
334,"MIN","2010-10-27","2011-01-17",0.207317073170732,"",42,10,32,0.238,241.190476190476,19.7857142857143,7.38095238095238,5.52380952380952,16.5714285714286,23.2857142857143,24.3809523809524,9.16666666666667,5.90476190476191,14,21.0714285714286,241.190476190476,38,86.2380952380952,0.441,30.6428571428571,67.3095238095238,0.455,7.35714285714286,18.9285714285714,0.389,18.9047619047619,24.6190476190476,0.768,102.261904761905,38.6190476190476,83.1904761904762,0.011047619047619,30.8333333333333,62.7142857142857,0.492,7.78571428571429,20.4761904761905,0.38,22.952380952381,29.1904761904762,0.786,107.97619047619,13.7380952380952,31.3333333333333,45.0714285714286,10.8809523809524,31.2857142857143,42.1666666666667,30.5,48.3,25.8,48.3,52.1,7.6,8.8,14.6,63.1,9.5,8.8,12.7,105.7,0.285,0.219,0.527,0.483,0.219,111.6,0.351,0.246,0.562,0.511,0.276,"D"
335,"NJN","2011-12-26","2012-03-10",0.333333333333333,"",42,14,28,0.333,240.595238095238,19.7619047619048,7.09523809523809,4.14285714285714,14.6428571428571,19.9047619047619,23.3095238095238,8.28571428571429,5.19047619047619,13.7619047619048,20.0238095238095,240.595238095238,33.6428571428571,79.0714285714286,0.425,25.1428571428571,54.7857142857143,0.459,8.5,24.2857142857143,0.35,17,22.0952380952381,0.769,92.7857142857143,37.7857142857143,79.1904761904762,0.0113571428571429,31.2142857142857,62.1428571428571,0.502,6.57142857142857,17.047619047619,0.385,17.0952380952381,23.6428571428571,0.723,99.2380952380952,11.9285714285714,27.6666666666667,39.5952380952381,12.0238095238095,29.7857142857143,41.8095238095238,28.6,51.4,30.3,51.4,58.7,8,6.7,14.2,61.7,9.3,9.5,13.3,104.5,0.279,0.307,0.522,0.479,0.215,111.8,0.299,0.215,0.554,0.519,0.216,"D"
336,"POR","2019-10-23","2020-01-15",0.472972972972973,"Playoffs",42,18,24,0.429,240.595238095238,19.7380952380952,5.90476190476191,6.38095238095238,12.6190476190476,21.8095238095238,23.5952380952381,7.11904761904762,5.26190476190476,12.3095238095238,20.047619047619,240.595238095238,40.9285714285714,91.1428571428571,0.449,28.8571428571429,57.4523809523809,0.502,12.0714285714286,33.6904761904762,0.358,17.7380952380952,21.8095238095238,0.813,111.666666666667,40.9285714285714,92.1190476190476,0.0105714285714286,28.2619047619048,57.3095238095238,0.493,12.6666666666667,34.8095238095238,0.364,19.1190476190476,25.0714285714286,0.763,113.642857142857,10.1428571428571,36.0476190476191,46.1904761904762,11.7619047619048,36.5714285714286,48.3333333333333,21.7,51.1,24.6,51.1,48.2,5.9,11.1,11.1,57.6,7.1,9.2,10.7,110.7,0.239,0.37,0.554,0.515,0.195,112.7,0.272,0.378,0.551,0.513,0.208,"C"
337,"BOS","2013-10-30","2014-01-19",0.304878048780488,"",42,14,28,0.333,240,19.7142857142857,6.92857142857143,4.73809523809524,14.4047619047619,22,21.5,7.28571428571429,4.57142857142857,13.8333333333333,18.8095238095238,240,36.4285714285714,83,0.439,30.2380952380952,64.3809523809524,0.47,6.19047619047619,18.6190476190476,0.332,16.1190476190476,21.0238095238095,0.767,95.1666666666667,36.4761904761905,81.3095238095238,0.0106904761904762,29.952380952381,62.7142857142857,0.478,6.52380952380952,18.5952380952381,0.351,19.2619047619048,25.7857142857143,0.747,98.7380952380952,11.2619047619048,31.4761904761905,42.7380952380952,11.5714285714286,31.7142857142857,43.2857142857143,26.2,50.3,26.9,50.3,54.1,7.5,7.6,13.5,58.9,7.9,7.1,13,102.7,0.253,0.224,0.516,0.476,0.194,106.6,0.317,0.229,0.533,0.489,0.237,"D"
338,"SAC","2014-10-29","2015-01-21",0.353658536585366,"",42,16,26,0.381,243.571428571429,19.6666666666667,6.33333333333333,3.85714285714286,15.6904761904762,21.9047619047619,22.6190476190476,8.33333333333333,6.09523809523809,11.8571428571429,24.9047619047619,243.571428571429,36.7380952380952,80.2380952380952,0.458,31.5,64.5952380952381,0.488,5.23809523809524,15.6428571428571,0.335,22.9761904761905,29.6904761904762,0.774,101.690476190476,38.5238095238095,85.9285714285714,0.0106666666666667,30.547619047619,61.5714285714286,0.496,7.97619047619048,24.3571428571429,0.327,18.7142857142857,24.7142857142857,0.757,103.738095238095,11.1666666666667,33.8571428571429,45.0238095238095,10.6666666666667,29.0952380952381,39.7619047619048,27.7,46.9,24,46.9,53.5,6.7,6.3,14.4,58.7,8.8,9.4,10.9,106.9,0.37,0.195,0.545,0.491,0.286,109,0.288,0.283,0.536,0.495,0.218,"D"
339,"NYK","2012-11-02","2013-01-27",0.658536585365854,"Division Champ",42,27,15,0.643,240.595238095238,19.6666666666667,8.35714285714286,3.85714285714286,10.9285714285714,19.2380952380952,19.7857142857143,6.02380952380952,3.88095238095238,14.7380952380952,19.6666666666667,240.595238095238,36.7380952380952,83.0476190476191,0.442,25.8095238095238,54.4523809523809,0.474,10.9285714285714,28.5952380952381,0.382,16,21.2380952380952,0.753,100.404761904762,35.9285714285714,78.4523809523809,0.0109047619047619,28.1190476190476,56.7142857142857,0.496,7.80952380952381,21.7380952380952,0.359,16.5952380952381,21.547619047619,0.77,96.2619047619048,10.7857142857143,29.6904761904762,40.4761904761905,9.78571428571429,32.8095238095238,42.5952380952381,24.7,51.3,24.8,51.3,53.5,9.2,6.8,10.6,55.1,6.7,7.1,14.4,111.1,0.256,0.344,0.543,0.508,0.193,106.5,0.275,0.277,0.547,0.508,0.212,"B"
340,"SAC","2010-10-27","2011-01-24",0.292682926829268,"",42,10,32,0.238,242.380952380952,19.547619047619,7.14285714285714,5.23809523809524,15.0714285714286,22.5,20.9761904761905,7.33333333333333,5.45238095238095,14.5238095238095,21.1666666666667,242.380952380952,37.4047619047619,84.7857142857143,0.441,32.0476190476191,68.9047619047619,0.465,5.35714285714286,15.8809523809524,0.337,17.0714285714286,23.8809523809524,0.715,97.2380952380952,38.5952380952381,81.8571428571429,0.0112142857142857,32.8809523809524,66.0476190476191,0.498,5.71428571428571,15.8095238095238,0.361,19.5238095238095,25.5,0.766,102.428571428571,13.3095238095238,29.9761904761905,43.2857142857143,11.0238095238095,31.0714285714286,42.0952380952381,30,49.3,26.9,49.3,52.3,7.6,7.9,13.7,54.3,7.8,7.9,13.5,103.3,0.282,0.187,0.51,0.473,0.201,108.8,0.312,0.193,0.55,0.506,0.239,"D"
341,"CLE","2013-10-30","2014-01-22",0.402439024390244,"",42,15,27,0.357,244.761904761905,19.5,7.11904761904762,4.21428571428571,13.9761904761905,20,25.0952380952381,7.26190476190476,6.02380952380952,13.8571428571429,19.6428571428571,244.761904761905,36.4285714285714,85.6428571428571,0.425,29.2380952380952,65.8333333333333,0.444,7.19047619047619,19.8095238095238,0.363,16.4047619047619,21.9761904761905,0.746,96.4523809523809,38.1190476190476,84.0714285714286,0.0107857142857143,29.2857142857143,59.6666666666667,0.491,8.83333333333333,24.4047619047619,0.362,16.8333333333333,21.8809523809524,0.769,101.904761904762,12.2619047619048,32.1904761904762,44.4523809523809,10.3809523809524,33.1428571428571,43.5238095238095,27,49.5,24.4,49.5,53.5,7.5,7.1,12.8,65.8,7.7,9.2,12.9,102.2,0.257,0.231,0.506,0.467,0.192,107.9,0.26,0.29,0.544,0.506,0.2,"D"
342,"CLE","2012-10-30","2013-01-19",0.292682926829268,"",42,10,32,0.238,241.190476190476,19.3571428571429,8.19047619047619,3.52380952380952,14.0238095238095,21.952380952381,23.2857142857143,7.95238095238095,6.97619047619048,15.2142857142857,20.3571428571429,241.190476190476,35.4761904761905,84.6904761904762,0.419,27.9761904761905,63.3095238095238,0.442,7.5,21.3809523809524,0.351,16.5952380952381,22.2142857142857,0.747,95.0476190476191,37.2142857142857,78.6428571428571,0.0112619047619048,29.8333333333333,58.6428571428571,0.509,7.38095238095238,20,0.369,18.8095238095238,24.9761904761905,0.753,100.619047619048,13.1190476190476,28.3571428571429,41.4761904761905,11.0952380952381,31.2380952380952,42.3333333333333,29.6,50.5,28.1,50.5,54.6,8.9,6,12.9,62.6,8.7,11,14.5,103.8,0.262,0.252,0.503,0.463,0.196,109.8,0.318,0.254,0.561,0.52,0.239,"D"
343,"UTA","2016-10-25","2017-01-14",0.621951219512195,"Division Champ",42,26,16,0.619,240,19.3333333333333,6.45238095238095,5.02380952380952,13.2857142857143,19.1190476190476,17.6904761904762,7.07142857142857,3.52380952380952,11.3571428571429,20.3333333333333,240,36.0714285714286,77.4523809523809,0.466,26.3333333333333,51.1428571428571,0.515,9.73809523809524,26.3095238095238,0.37,17.1428571428571,22.8333333333333,0.751,99.0238095238095,35.5476190476191,82.7619047619048,0.0102380952380952,27.4047619047619,59.9285714285714,0.457,8.14285714285714,22.8333333333333,0.357,15.547619047619,20.3809523809524,0.763,94.7857142857143,8.57142857142857,34.0238095238095,42.5952380952381,10.0238095238095,30.8333333333333,40.8571428571429,21.8,49,22.8,49,53.6,7.1,8.4,13.2,49.8,7.8,6.9,11,109.4,0.295,0.34,0.566,0.529,0.221,104.7,0.246,0.276,0.517,0.479,0.188,"B"
344,"TOR","2016-10-26","2017-01-18",0.621951219512195,"Playoffs",42,28,14,0.667,241.190476190476,19.1904761904762,9.09523809523809,4.88095238095238,11.2142857142857,20.9047619047619,22.5,6.28571428571429,4.54761904761905,15.0238095238095,20.6666666666667,241.190476190476,40.3095238095238,85.6904761904762,0.47,30.9047619047619,61.3571428571429,0.504,9.40476190476191,24.3333333333333,0.386,20.952380952381,25.8571428571429,0.81,110.97619047619,38.0238095238095,83.7619047619048,0.0108095238095238,28,55.8095238095238,0.502,10.0238095238095,27.952380952381,0.359,18.3333333333333,23.5952380952381,0.777,104.404761904762,11.0714285714286,31.8095238095238,42.8809523809524,10.8571428571429,32.4523809523809,43.3095238095238,25.4,50.2,25.4,50.2,47.6,9.5,8.7,10.4,59.2,6.6,7.4,13.8,116.5,0.302,0.284,0.572,0.525,0.245,109.6,0.282,0.334,0.554,0.514,0.219,"B"
345,"CHA","2012-11-02","2013-01-23",0.25609756097561,"",42,10,32,0.238,242.97619047619,19.0238095238095,7.40476190476191,6.45238095238095,13,19.6190476190476,25.2857142857143,6.90476190476191,7.73809523809524,13.8095238095238,21.9047619047619,242.97619047619,34.7380952380952,82.0238095238095,0.424,29.0238095238095,65.6666666666667,0.442,5.71428571428571,16.3571428571429,0.349,19.7619047619048,26.4285714285714,0.748,94.9523809523809,38.7619047619048,84.2380952380952,0.010952380952381,29.3333333333333,59.9285714285714,0.489,9.42857142857143,24.3095238095238,0.388,16.2619047619048,22.0952380952381,0.736,103.214285714286,11.6666666666667,29.547619047619,41.2142857142857,12.8809523809524,32.0238095238095,44.9047619047619,26.7,52.1,30.4,52.1,54.8,8,10.8,12.2,65.2,7.5,11.8,12.8,103.1,0.322,0.199,0.507,0.458,0.241,112.1,0.262,0.289,0.549,0.516,0.193,"D"
346,"NJN","2010-10-27","2011-01-19",0.292682926829268,"",42,11,31,0.262,243.571428571429,19.0238095238095,5.16666666666667,4.54761904761905,13.8809523809524,23,22.2857142857143,6.83333333333333,4.73809523809524,11.7380952380952,20.6904761904762,243.571428571429,34.4047619047619,78.4523809523809,0.439,29.3333333333333,63.1904761904762,0.464,5.07142857142857,15.2619047619048,0.332,18.7619047619048,24.4047619047619,0.769,92.6428571428571,36.3333333333333,79.1904761904762,0.0109285714285714,30.2857142857143,62.4047619047619,0.485,6.04761904761905,16.7857142857143,0.36,20.4047619047619,27.4047619047619,0.745,99.1190476190476,10.5238095238095,30.4285714285714,40.9523809523809,10.1428571428571,30.7619047619048,40.9047619047619,25.5,50,25,50,55.3,5.7,7.3,13.5,61.3,7.6,7.5,11.4,102.6,0.311,0.195,0.519,0.471,0.239,109.8,0.346,0.212,0.543,0.497,0.258,"D"
347,"MIN","2011-12-26","2012-03-10",0.393939393939394,"",42,21,21,0.5,240.595238095238,19,7.28571428571429,4.11904761904762,15.1666666666667,18.7857142857143,20.8333333333333,8.52380952380952,5.64285714285714,13.5,22.5,240.595238095238,35.2380952380952,81.3571428571429,0.433,28.5,61.1666666666667,0.466,6.73809523809524,20.1904761904762,0.334,20.2619047619048,26.2857142857143,0.771,97.4761904761905,37.4047619047619,84.1190476190476,0.0105952380952381,31.5714285714286,66.7857142857143,0.473,5.83333333333333,17.3333333333333,0.337,15.8809523809524,21.5,0.739,96.5238095238095,12.5238095238095,31.7857142857143,44.3095238095238,11.6190476190476,31,42.6190476190476,28.8,49,26.8,49,53.9,7.8,6.2,14,55.7,9.2,9.2,12.6,105,0.323,0.248,0.525,0.475,0.249,103.9,0.256,0.206,0.516,0.479,0.189,"D"
348,"DET","2015-10-27","2016-01-20",0.536585365853659,"Playoffs",42,23,19,0.548,244.166666666667,18.9761904761905,7.80952380952381,3.80952380952381,13.3095238095238,19.1190476190476,20.7380952380952,7.11904761904762,4.83333333333333,14.452380952381,22.1428571428571,244.166666666667,38.2380952380952,88.5238095238095,0.432,29.4047619047619,62.2619047619048,0.472,8.83333333333333,26.2619047619048,0.336,16.6428571428571,25.6190476190476,0.65,101.952380952381,38.3095238095238,84.5714285714286,0.0107857142857143,31.2619047619048,64.3095238095238,0.486,7.04761904761905,20.2619047619048,0.348,16.1904761904762,21.1190476190476,0.767,99.8571428571429,13.6666666666667,33.9285714285714,47.5952380952381,9.45238095238095,33.8571428571429,43.3095238095238,28.8,47.6,21.8,47.6,49.6,8.1,5.9,11.8,54.1,7.4,7.8,13.3,105.5,0.289,0.297,0.511,0.482,0.188,103.4,0.25,0.24,0.532,0.495,0.191,"C"
349,"PHO","2013-10-30","2014-01-24",0.585365853658537,"",42,24,18,0.571,241.190476190476,18.9761904761905,8.52380952380952,4.90476190476191,14.452380952381,21.4761904761905,20.1190476190476,6.90476190476191,4.28571428571429,15.047619047619,20.8809523809524,241.190476190476,38.6190476190476,84.6904761904762,0.456,29.2142857142857,59,0.495,9.40476190476191,25.6904761904762,0.366,17.547619047619,23.452380952381,0.748,104.190476190476,37.7857142857143,83.9523809523809,0.0107142857142857,31.452380952381,65.0238095238095,0.484,6.33333333333333,18.9285714285714,0.335,19.2857142857143,25.2857142857143,0.763,101.190476190476,11.7142857142857,31.5714285714286,43.2857142857143,12.2380952380952,32.4761904761905,44.7142857142857,26.5,50.8,27.9,50.8,49.1,8.9,7.5,13.2,53.2,7.2,7.3,13.7,109.3,0.277,0.303,0.548,0.512,0.207,106.1,0.301,0.225,0.532,0.488,0.23,"C"
350,"POR","2017-10-18","2018-01-12",0.597560975609756,"Division Champ",42,22,20,0.524,241.190476190476,18.952380952381,6.95238095238095,5.23809523809524,13.7380952380952,20.0238095238095,19.7619047619048,7.69047619047619,5.28571428571429,13.1190476190476,19.547619047619,241.190476190476,38.7857142857143,86.1190476190476,0.45,29.3333333333333,60.5476190476191,0.484,9.45238095238095,25.5714285714286,0.37,16.6666666666667,21.0952380952381,0.79,103.690476190476,38.4047619047619,85.4285714285714,0.0107142857142857,29.1428571428571,59.7142857142857,0.488,9.26190476190476,25.7142857142857,0.36,16.6904761904762,22.2142857142857,0.751,102.761904761905,9.85714285714286,34.6428571428571,44.5,9.40476190476191,33.1666666666667,42.5714285714286,22.9,48.9,21.4,48.9,48.9,7.2,8.8,12.6,51.5,8,8.7,12.1,107.3,0.245,0.297,0.543,0.505,0.194,106.3,0.26,0.301,0.54,0.504,0.195,"B"
351,"DET","2011-12-26","2012-03-12",0.378787878787879,"",42,15,27,0.357,241.190476190476,18.6190476190476,6.85714285714286,3.85714285714286,14.6190476190476,19.4761904761905,22.047619047619,8.54761904761905,5.59523809523809,13.7142857142857,19.5952380952381,241.190476190476,34.0952380952381,79.0238095238095,0.431,30,66.3333333333333,0.452,4.09523809523809,12.6904761904762,0.323,17.0714285714286,22.2857142857143,0.766,89.3571428571429,35.8571428571429,76.0952380952381,0.0112142857142857,29.9047619047619,60.0714285714286,0.498,5.95238095238095,16.0238095238095,0.371,17.7380952380952,22.9285714285714,0.774,95.4047619047619,12.0238095238095,27.9761904761905,40,9.80952380952381,29.4761904761905,39.2857142857143,29,49.5,26,49.5,54.6,7.8,6.4,14.1,61.5,9.7,8.4,13.7,101.3,0.282,0.161,0.503,0.457,0.216,108.2,0.301,0.211,0.553,0.51,0.233,"D"
352,"TOR","2015-10-28","2016-01-20",0.682926829268293,"Division Champ",42,27,15,0.643,241.190476190476,18.4761904761905,8.40476190476191,5.21428571428571,12.7619047619048,18.9047619047619,22.0714285714286,6.78571428571429,5.66666666666667,13.952380952381,21.5714285714286,241.190476190476,36.2142857142857,81.5714285714286,0.444,27.9761904761905,58.4047619047619,0.479,8.23809523809524,23.1666666666667,0.356,20.2857142857143,25.5714285714286,0.793,100.952380952381,36,82.0238095238095,0.010452380952381,26.9761904761905,58.1428571428571,0.464,9.02380952380952,23.8809523809524,0.378,16.1666666666667,20.5714285714286,0.786,97.1904761904762,10.3333333333333,33.2857142857143,43.6190476190476,9.30952380952381,31.8333333333333,41.1428571428571,24.5,48.5,21.9,48.5,51,9,9,12.1,61.3,7.3,9.7,13.3,108.5,0.313,0.284,0.544,0.494,0.249,104.5,0.251,0.291,0.534,0.494,0.197,"B"
353,"LAL","2015-10-28","2016-01-16",0.207317073170732,"",42,9,33,0.214,240.595238095238,18.4047619047619,7.59523809523809,4.45238095238095,13.4761904761905,20.0952380952381,23.6428571428571,7.5,5.5,12.8571428571429,18.4047619047619,240.595238095238,35.2142857142857,85.7142857142857,0.411,27.4761904761905,60.8095238095238,0.452,7.73809523809524,24.9047619047619,0.311,18.2142857142857,23.8571428571429,0.763,96.3809523809524,39.8809523809524,86.0952380952381,0.0110238095238095,31.4285714285714,61.5476190476191,0.511,8.45238095238095,24.547619047619,0.344,17.6428571428571,23.6666666666667,0.745,105.857142857143,10.9761904761905,32.2857142857143,43.2619047619048,11.7380952380952,35.8095238095238,47.5476190476191,23.5,52.4,26.7,52.4,52.3,7.9,7.2,12.3,59.3,7.8,9,11.8,100.7,0.278,0.291,0.501,0.456,0.213,110.6,0.275,0.285,0.548,0.512,0.205,"D"
354,"WAS","2011-12-26","2012-03-15",0.303030303030303,"",42,10,32,0.238,240.595238095238,18.4047619047619,8,6.85714285714286,14.5238095238095,21.5238095238095,22.6190476190476,7.83333333333333,4.78571428571429,14.3571428571429,18.8333333333333,240.595238095238,36.3809523809524,83.5952380952381,0.435,31.3095238095238,67.7142857142857,0.462,5.07142857142857,15.8809523809524,0.319,16.0952380952381,22.3571428571429,0.72,93.9285714285714,37.9523809523809,82.4523809523809,0.010952380952381,30.9047619047619,63.0952380952381,0.49,7.04761904761905,19.3571428571429,0.364,19.0714285714286,25.2619047619048,0.755,102.02380952381,12.0238095238095,29.7619047619048,41.7857142857143,12.8571428571429,32.0952380952381,44.9523809523809,27.3,51.8,30.2,51.8,50.6,8.6,10.9,13.5,59.6,8.4,7.1,13.3,101.1,0.267,0.19,0.503,0.466,0.193,109.8,0.306,0.235,0.545,0.503,0.231,"D"
355,"PHO","2016-10-26","2017-01-19",0.292682926829268,"",42,13,29,0.31,242.97619047619,18.3333333333333,8.52380952380952,4.35714285714286,15.3333333333333,24.9761904761905,22.2380952380952,7.92857142857143,5.61904761904762,15.1904761904762,21.7142857142857,242.97619047619,39.2142857142857,87.7619047619048,0.447,31.2142857142857,64.4047619047619,0.485,8,23.3571428571429,0.343,19.4047619047619,25.0714285714286,0.774,105.833333333333,40.0238095238095,85.3333333333333,0.0111666666666667,29.9761904761905,59.4047619047619,0.505,10.047619047619,25.9285714285714,0.388,21.7142857142857,27.9047619047619,0.778,111.809523809524,12.0238095238095,33,45.0238095238095,9.66666666666667,33.3333333333333,43,26.5,48.9,22.7,48.9,46.8,8.5,7.3,13.4,55.6,7.9,8.7,13.5,105.9,0.286,0.266,0.536,0.492,0.221,111.8,0.327,0.304,0.573,0.528,0.254,"D"
356,"OKC","2011-12-25","2012-03-13",0.712121212121212,"Conference Champ",42,32,10,0.762,241.190476190476,18.1904761904762,7.54761904761905,7.88095238095238,16.2857142857143,20.1904761904762,20.6428571428571,8.28571428571429,4.61904761904762,13.5714285714286,20.5,241.190476190476,36.9047619047619,78.0714285714286,0.473,29.952380952381,57.8095238095238,0.518,6.95238095238095,20.2619047619048,0.343,21.6904761904762,27.2857142857143,0.795,102.452380952381,36.3333333333333,85.3809523809524,0.0101428571428571,30.2619047619048,67.1190476190476,0.451,6.07142857142857,18.2619047619048,0.332,17.6666666666667,22.5,0.785,96.4047619047619,10.6904761904762,32.8809523809524,43.5714285714286,12.7380952380952,28.4761904761905,41.2142857142857,27.3,48.6,27.9,48.6,49.3,8.1,11.7,15.3,56.8,8.9,8,12.5,109.9,0.349,0.26,0.569,0.517,0.278,103.4,0.264,0.214,0.506,0.461,0.207,"A"
